timestamp,jobid,n,processes,threads,distribution,schedule,computation_time,total_time,primes_found
2026-09-17T14:26:40Z,140402,100000000,2,4,cyclic,guided,6.704818,7.669497,5761455
2026-09-17T14:26:42Z,140399,100000000,2,2,cyclic,dynamic,18.128591,18.941825,5761455
2026-09-17T14:26:42Z,140403,100000000,2,4,weighted,guided,6.950206,7.517041,5761455
2026-09-17T14:26:42Z,140409,100000000,4,2,weighted,dynamic,7.182516,7.721085,5761455
2026-09-17T14:26:43Z,140407,100000000,4,2,block,guided,13.484726,14.104054,5761455
2026-09-17T14:26:44Z,140412,100000000,4,4,weighted,dynamic,3.608462,4.284578,5761455
2026-09-17T14:26:44Z,140411,100000000,4,4,cyclic,dynamic,3.466047,4.308009,5761455
2026-09-17T14:26:45Z,140410,100000000,4,4,block,dynamic,4.510244,5.046098,5761455
2026-09-17T14:26:47Z,140413,100000000,4,8,block,static,2.276210,2.934613,5761455
2026-09-17T14:26:47Z,140401,100000000,2,4,block,guided,8.414164,9.096162,5761455
2026-09-17T14:26:48Z,140398,100000000,2,2,block,dynamic,16.775388,17.293970,5761455
2026-09-17T14:26:48Z,140408,100000000,4,2,cyclic,guided,9.670975,10.475431,5761455
2026-09-17T14:26:49Z,140412,100000000,4,4,weighted,dynamic,3.608226,4.328274,5761455
2026-09-17T14:26:50Z,140411,100000000,4,4,cyclic,dynamic,3.685318,4.552359,5761455
2026-09-17T14:26:50Z,140413,100000000,4,8,block,static,2.274935,2.882996,5761455
2026-09-17T14:26:50Z,140410,100000000,4,4,block,dynamic,4.517105,5.055201,5761455
2026-09-17T14:26:51Z,140409,100000000,4,2,weighted,dynamic,7.171983,7.727368,5761455
2026-09-17T14:26:53Z,140413,100000000,4,8,block,static,2.280053,2.892533,5761455
2026-09-17T14:26:53Z,140412,100000000,4,4,weighted,dynamic,3.613744,4.246104,5761455
2026-09-17T14:26:54Z,140400,100000000,2,2,weighted,dynamic,13.836862,14.458837,5761455
2026-09-17T14:26:54Z,140411,100000000,4,4,cyclic,guided,3.440883,4.347262,5761455
2026-09-17T14:26:56Z,140410,100000000,4,4,block,dynamic,4.509014,5.053456,5761455
2026-09-17T14:26:56Z,140401,100000000,2,4,block,guided,8.417275,9.052116,5761455
2026-09-17T14:26:56Z,140407,100000000,4,2,block,guided,12.390201,13.041879,5761455
2026-09-17T14:26:56Z,140408,100000000,4,2,cyclic,guided,6.680153,7.510431,5761455
2026-09-17T14:26:57Z,140413,100000000,4,8,block,static,2.277486,2.888581,5761455
2026-09-17T14:26:58Z,140412,100000000,4,4,weighted,dynamic,3.625289,4.238789,5761455
2026-09-17T14:26:59Z,140409,100000000,4,2,weighted,dynamic,7.173501,7.761616,5761455
2026-09-17T14:26:59Z,140411,100000000,4,4,cyclic,guided,3.472549,4.356006,5761455
2026-09-17T14:27:00Z,140413,100000000,4,8,block,static,2.289369,2.956219,5761455
2026-09-17T14:27:01Z,140410,100000000,4,4,block,guided,4.509671,5.078300,5761455
